208500 1:60.00 2:65.00 3:8450.00 4:2003.00 5:196.00 6:706.00 7:150.00 8:854.00 9:1.00
275000 1:60.00 2:74.00 3:10927.00 4:2005.00 5:280.00 6:546.00 7:512.00 8:846.00 9:1.00
141000 1:50.00 2:50.00 3:9000.00 4:1950.00 5:0.00 6:0.00 7:780.00 8:595.00 9:0.00
220000 1:60.00 2:80.00 3:10041.00 4:1992.00 5:0.00 6:789.00 7:119.00 8:988.00 9:1.00
151000 1:160.00 2:30.00 3:3182.00 4:2005.00 5:0.00 6:0.00 7:600.00 8:600.00 9:0.00
221000 1:20.00 2:88.00 3:12803.00 4:2002.00 5:99.00 6:922.00 7:572.00 8:0.00 9:1.00
205000 1:60.00 2:85.00 3:13600.00 4:1990.00 5:176.00 6:454.00 7:314.00 8:800.00 9:0.00
152000 1:20.00 2:82.00 3:12464.00 4:1996.00 5:0.00 6:732.00 7:308.00 8:0.00 9:1.00
225000 1:20.00 2:78.00 3:7800.00 4:2002.00 5:0.00 6:603.00 7:293.00 8:896.00 9:1.00
359100 1:70.00 2:78.00 3:12168.00 4:1998.00 5:0.00 6:428.00 7:537.00 8:1254.00 9:0.00
118500 1:20.00 2:61.00 3:7943.00 4:1961.00 5:192.00 6:903.00 7:126.00 8:0.00 9:1.00
137500 1:85.00 2:80.00 3:8800.00 4:1963.00 5:156.00 6:763.00 7:173.00 8:0.00 9:1.00
105500 1:45.00 2:59.00 3:7227.00 4:1954.00 5:0.00 6:0.00 7:832.00 8:0.00 9:0.00
314813 1:20.00 2:90.00 3:11694.00 4:2007.00 5:452.00 6:48.00 7:1774.00 8:0.00 9:0.00
305000 1:60.00 2:85.00 3:12244.00 4:2003.00 5:226.00 6:871.00 7:611.00 8:780.00 9:1.00
240000 1:60.00 2:90.00 3:10800.00 4:1997.00 5:0.00 6:956.00 7:384.00 8:1066.00 9:0.00
135000 1:20.00 2:71.00 3:7064.00 4:1977.00 5:153.00 6:560.00 7:420.00 8:0.00 9:0.00
165150 1:60.00 2:80.00 3:10400.00 4:1972.00 5:288.00 6:247.00 7:485.00 8:778.00 9:1.00
160000 1:20.00 2:87.00 3:10000.00 4:1962.00 5:261.00 6:0.00 7:1116.00 8:0.00 9:0.00
153000 1:80.00 2:80.00 3:9600.00 4:1972.00 5:164.00 6:674.00 7:350.00 8:0.00 9:1.00
135000 1:60.00 2:70.00 3:11606.00 4:1969.00 5:192.00 6:650.00 7:390.00 8:1040.00 9:0.00
168500 1:80.00 2:82.00 3:9020.00 4:1964.00 5:259.00 6:624.00 7:288.00 8:0.00 9:1.00
124000 1:70.00 2:50.00 3:9000.00 4:1991.00 5:0.00 6:0.00 7:636.00 8:661.00 9:0.00
209500 1:120.00 2:34.00 3:4590.00 4:2006.00 5:108.00 6:24.00 7:1530.00 8:0.00 9:0.00
82500 1:20.00 2:85.00 3:11900.00 4:1977.00 5:209.00 6:822.00 7:564.00 8:0.00 9:0.00
139400 1:20.00 2:80.00 3:9250.00 4:2005.00 5:0.00 6:480.00 7:108.00 8:0.00 9:0.00
144000 1:90.00 2:64.00 3:6979.00 4:1980.00 5:0.00 6:1056.00 7:0.00 8:0.00 9:2.00
93000 1:190.00 2:50.00 3:6000.00 4:1954.00 5:0.00 6:0.00 7:811.00 8:576.00 9:0.00
264561 1:120.00 2:53.00 3:3982.00 4:2006.00 5:0.00 6:1154.00 7:366.00 8:0.00 9:1.00
274000 1:120.00 2:62.00 3:12677.00 4:2004.00 5:472.00 6:1218.00 7:300.00 8:0.00 9:0.00
345000 1:80.00 2:75.00 3:13860.00 4:1995.00 5:0.00 6:1410.00 7:542.00 8:704.00 9:1.00
152000 1:60.00 2:80.00 3:10793.00 4:1969.00 5:263.00 6:493.00 7:0.00 8:840.00 9:0.00
370878 1:20.00 2:85.00 3:9187.00 4:2009.00 5:162.00 6:1121.00 7:645.00 8:0.00 9:1.00
98300 1:20.00 2:60.00 3:7200.00 4:1950.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
155000 1:20.00 2:85.00 3:10452.00 4:1953.00 5:216.00 6:500.00 7:594.00 8:0.00 9:0.00
155000 1:60.00 2:70.00 3:7700.00 4:1966.00 5:351.00 6:0.00 7:756.00 8:788.00 9:0.00
108000 1:70.00 2:60.00 3:9084.00 4:1950.00 5:0.00 6:0.00 7:755.00 8:755.00 9:1.00
191000 1:60.00 2:70.00 3:8750.00 4:1996.00 5:0.00 6:0.00 7:880.00 8:807.00 9:0.00
135000 1:50.00 2:60.00 3:10320.00 4:1995.00 5:0.00 6:0.00 7:756.00 8:713.00 9:0.00
350000 1:20.00 2:91.00 3:10437.00 4:1995.00 5:660.00 6:1696.00 7:413.00 8:0.00 9:1.00
88000 1:160.00 2:21.00 3:1680.00 4:1971.00 5:381.00 6:0.00 7:525.00 8:567.00 9:0.00
145500 1:20.00 2:72.00 3:10007.00 4:2006.00 5:54.00 6:806.00 7:247.00 8:0.00 9:1.00
149000 1:70.00 2:60.00 3:7200.00 4:2000.00 5:0.00 6:0.00 7:776.00 8:651.00 9:0.00
97500 1:50.00 2:78.00 3:17503.00 4:1950.00 5:0.00 6:0.00 7:912.00 8:546.00 9:0.00
167000 1:20.00 2:75.00 3:9937.00 4:1999.00 5:0.00 6:637.00 7:849.00 8:0.00 9:1.00
402000 1:60.00 2:52.00 3:46589.00 4:2005.00 5:528.00 6:1361.00 7:88.00 8:762.00 9:1.00
110000 1:20.00 2:120.00 3:13560.00 4:1968.00 5:216.00 6:0.00 7:1392.00 8:0.00 9:1.00
137500 1:85.00 2:90.00 3:10012.00 4:1972.00 5:0.00 6:920.00 7:38.00 8:0.00 9:1.00
423000 1:20.00 2:49.00 3:20896.00 4:2006.00 5:0.00 6:1721.00 7:356.00 8:0.00 9:1.00
230500 1:60.00 2:106.00 3:11194.00 4:2000.00 5:40.00 6:0.00 7:1406.00 8:482.00 9:0.00
193500 1:20.00 2:65.00 3:8125.00 4:1998.00 5:258.00 6:1138.00 7:270.00 8:0.00 9:1.00
137500 1:30.00 2:80.00 3:11600.00 4:1950.00 5:0.00 6:0.00 7:700.00 8:0.00 9:0.00
173500 1:60.00 2:64.00 3:8633.00 4:2005.00 5:0.00 6:193.00 7:545.00 8:738.00 9:1.00
103600 1:70.00 2:54.00 3:6629.00 4:1950.00 5:0.00 6:551.00 7:121.00 8:672.00 9:1.00
257500 1:20.00 2:110.00 3:14442.00 4:2004.00 5:106.00 6:1186.00 7:291.00 8:0.00 9:1.00
140000 1:20.00 2:80.00 3:9200.00 4:1965.00 5:0.00 6:892.00 7:244.00 8:0.00 9:1.00
148500 1:160.00 2:24.00 3:2289.00 4:1978.00 5:0.00 6:311.00 7:544.00 8:586.00 9:0.00
87000 1:70.00 2:60.00 3:9600.00 4:1950.00 5:0.00 6:0.00 7:1095.00 8:679.00 9:1.00
109500 1:30.00 2:52.00 3:9022.00 4:2006.00 5:0.00 6:0.00 7:768.00 8:0.00 9:0.00
372500 1:20.00 2:80.00 3:11844.00 4:2008.00 5:464.00 6:0.00 7:2046.00 8:0.00 9:0.00
143000 1:120.00 2:50.00 3:8012.00 4:1980.00 5:0.00 6:543.00 7:261.00 8:0.00 9:0.00
159434 1:50.00 2:55.00 3:4500.00 4:2000.00 5:0.00 6:182.00 7:611.00 8:672.00 9:0.00
285000 1:20.00 2:90.00 3:11248.00 4:2002.00 5:215.00 6:1059.00 7:567.00 8:0.00 9:1.00
221000 1:60.00 2:58.00 3:16770.00 4:1998.00 5:30.00 6:0.00 7:1195.00 8:644.00 9:0.00
227875 1:60.00 2:84.00 3:10207.00 4:2007.00 5:0.00 6:0.00 7:874.00 8:887.00 9:0.00
392000 1:20.00 2:60.00 3:8089.00 4:2007.00 5:0.00 6:945.00 7:474.00 8:0.00 9:1.00
194700 1:120.00 2:61.00 3:7577.00 4:2006.00 5:256.00 6:20.00 7:1342.00 8:0.00 9:0.00
755000 1:60.00 2:104.00 3:21535.00 4:1995.00 5:1170.00 6:1455.00 7:989.00 8:1872.00 9:0.00
335000 1:60.00 2:42.00 3:26178.00 4:1990.00 5:293.00 6:965.00 7:245.00 8:1281.00 9:1.00
108480 1:30.00 2:60.00 3:5400.00 4:1968.00 5:0.00 6:0.00 7:1073.00 8:0.00 9:0.00
141500 1:50.00 2:51.00 3:6120.00 4:1950.00 5:0.00 6:0.00 7:927.00 8:472.00 9:0.00
176000 1:20.00 2:54.00 3:13811.00 4:1987.00 5:72.00 6:980.00 7:92.00 8:0.00 9:1.00
89000 1:30.00 2:50.00 3:6000.00 4:1950.00 5:0.00 6:616.00 7:0.00 8:0.00 9:0.00
123500 1:20.00 2:57.00 3:6420.00 4:1952.00 5:0.00 6:210.00 7:219.00 8:0.00 9:0.00
138500 1:20.00 2:65.00 3:8450.00 4:2009.00 5:0.00 6:553.00 7:224.00 8:0.00 9:1.00
196000 1:120.00 2:59.00 3:4282.00 4:2004.00 5:0.00 6:16.00 7:1375.00 8:0.00 9:0.00
312500 1:20.00 2:85.00 3:14331.00 4:2002.00 5:630.00 6:1274.00 7:526.00 8:0.00 9:1.00
140000 1:20.00 2:80.00 3:9600.00 4:1969.00 5:168.00 6:0.00 7:1164.00 8:0.00 9:0.00
361919 1:60.00 2:82.00 3:12438.00 4:2006.00 5:466.00 6:0.00 7:1234.00 8:1312.00 9:0.00
140000 1:190.00 2:76.00 3:7630.00 4:1996.00 5:0.00 6:0.00 7:360.00 8:780.00 9:0.00
213000 1:20.00 2:70.00 3:8400.00 4:2005.00 5:109.00 6:712.00 7:761.00 8:0.00 9:1.00
254000 1:120.00 2:48.00 3:6240.00 4:2006.00 5:176.00 6:863.00 7:461.00 8:0.00 9:1.00
179540 1:60.00 2:65.00 3:9018.00 4:2007.00 5:0.00 6:0.00 7:728.00 8:728.00 9:0.00
102776 1:50.00 2:66.00 3:8712.00 4:1950.00 5:0.00 6:0.00 7:859.00 8:319.00 9:0.00
189000 1:120.00 2:40.00 3:4671.00 4:1989.00 5:0.00 6:767.00 7:461.00 8:0.00 9:1.00
129000 1:190.00 2:60.00 3:9873.00 4:1970.00 5:160.00 6:789.00 7:171.00 8:0.00 9:1.00
165000 1:20.00 2:78.00 3:10140.00 4:1974.00 5:174.00 6:0.00 7:1064.00 8:0.00 9:0.00
159500 1:70.00 2:60.00 3:10800.00 4:1998.00 5:0.00 6:0.00 7:718.00 8:978.00 9:0.00
157000 1:20.00 2:80.00 3:10000.00 4:2000.00 5:0.00 6:1084.00 7:92.00 8:0.00 9:0.00
341000 1:60.00 2:96.00 3:10542.00 4:1994.00 5:651.00 6:1173.00 7:138.00 8:1093.00 9:1.00
128500 1:20.00 2:69.00 3:9920.00 4:1969.00 5:0.00 6:523.00 7:448.00 8:0.00 9:0.00
124500 1:20.00 2:70.00 3:8120.00 4:1970.00 5:0.00 6:191.00 7:673.00 8:0.00 9:0.00
135000 1:50.00 2:60.00 3:8172.00 4:1972.00 5:0.00 6:0.00 7:941.00 8:473.00 9:0.00
320000 1:20.00 2:86.00 3:13286.00 4:2008.00 5:340.00 6:1234.00 7:464.00 8:0.00 9:1.00
120500 1:20.00 2:60.00 3:6960.00 4:1970.00 5:0.00 6:375.00 7:250.00 8:0.00 9:0.00
194500 1:20.00 2:64.00 3:7314.00 4:2007.00 5:82.00 6:724.00 7:508.00 8:0.00 9:1.00
110000 1:90.00 2:85.00 3:11475.00 4:1958.00 5:95.00 6:0.00 7:1584.00 8:0.00 9:1.00
103000 1:30.00 2:52.00 3:6240.00 4:1950.00 5:0.00 6:152.00 7:628.00 8:0.00 9:0.00
236500 1:120.00 2:39.00 3:5389.00 4:1996.00 5:0.00 6:1180.00 7:415.00 8:0.00 9:1.00
187500 1:80.00 2:73.00 3:9590.00 4:2003.00 5:442.00 6:786.00 7:82.00 8:0.00 9:1.00
222500 1:60.00 2:75.00 3:11404.00 4:1999.00 5:202.00 6:252.00 7:901.00 8:878.00 9:0.00
131400 1:20.00 2:80.00 3:10000.00 4:1983.00 5:0.00 6:594.00 7:270.00 8:0.00 9:1.00
163000 1:75.00 2:60.00 3:10800.00 4:1970.00 5:0.00 6:390.00 7:490.00 8:888.00 9:0.00
93500 1:90.00 2:60.00 3:8544.00 4:1950.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
239900 1:60.00 2:72.00 3:10463.00 4:2005.00 5:0.00 6:0.00 7:893.00 8:900.00 9:0.00
190000 1:60.00 2:65.00 3:9313.00 4:2004.00 5:0.00 6:0.00 7:864.00 8:864.00 9:0.00
132000 1:70.00 2:60.00 3:9600.00 4:2002.00 5:0.00 6:0.00 7:264.00 8:664.00 9:0.00
142000 1:20.00 2:65.00 3:6768.00 4:1996.00 5:0.00 6:832.00 7:80.00 8:0.00 9:1.00
179000 1:20.00 2:65.00 3:8450.00 4:2001.00 5:108.00 6:0.00 7:1349.00 8:0.00 9:0.00
175000 1:80.00 2:70.00 3:12886.00 4:1999.00 5:0.00 6:444.00 7:76.00 8:0.00 9:0.00
180000 1:120.00 2:41.00 3:5395.00 4:1993.00 5:0.00 6:733.00 7:604.00 8:0.00 9:1.00
265979 1:70.00 2:65.00 3:11700.00 4:2003.00 5:0.00 6:0.00 7:1240.00 8:1320.00 9:0.00
260400 1:20.00 2:59.00 3:10593.00 4:1996.00 5:338.00 6:919.00 7:801.00 8:0.00 9:1.00
98000 1:50.00 2:50.00 3:8405.00 4:1950.00 5:0.00 6:0.00 7:0.00 8:441.00 9:0.00
217000 1:20.00 2:79.00 3:9236.00 4:1997.00 5:0.00 6:1200.00 7:279.00 8:0.00 9:1.00
275500 1:60.00 2:80.00 3:10240.00 4:2005.00 5:178.00 6:0.00 7:1030.00 8:1060.00 9:0.00
156000 1:20.00 2:61.00 3:7930.00 4:2005.00 5:0.00 6:439.00 7:115.00 8:0.00 9:1.00
172500 1:160.00 2:34.00 3:3230.00 4:1999.00 5:894.00 6:381.00 7:348.00 8:729.00 9:0.00
212000 1:60.00 2:68.00 3:10769.00 4:2007.00 5:0.00 6:20.00 7:846.00 8:902.00 9:0.00
179400 1:160.00 2:24.00 3:2280.00 4:1999.00 5:360.00 6:549.00 7:195.00 8:744.00 9:0.00
290000 1:60.00 2:65.00 3:12257.00 4:1995.00 5:513.00 6:56.00 7:1198.00 8:1203.00 9:0.00
127500 1:20.00 2:70.00 3:9100.00 4:1959.00 5:0.00 6:612.00 7:252.00 8:0.00 9:0.00
100000 1:30.00 2:60.00 3:6911.00 4:1950.00 5:0.00 6:405.00 7:740.00 8:0.00 9:0.00
215200 1:60.00 2:72.00 3:8640.00 4:2009.00 5:0.00 6:24.00 7:732.00 8:783.00 9:0.00
337000 1:60.00 2:82.00 3:9430.00 4:1999.00 5:673.00 6:1163.00 7:89.00 8:1097.00 9:1.00
270000 1:120.00 2:30.00 3:9549.00 4:1996.00 5:0.00 6:437.00 7:0.00 8:0.00 9:1.00
264132 1:20.00 2:75.00 3:14587.00 4:2008.00 5:284.00 6:0.00 7:1498.00 8:0.00 9:0.00
196500 1:60.00 2:80.00 3:10421.00 4:1988.00 5:42.00 6:394.00 7:586.00 8:734.00 9:0.00
160000 1:50.00 2:75.00 3:12508.00 4:1985.00 5:0.00 6:660.00 7:323.00 8:767.00 9:1.00
216837 1:20.00 2:70.00 3:9100.00 4:2005.00 5:0.00 6:24.00 7:1836.00 8:0.00 9:0.00
538000 1:60.00 2:47.00 3:53504.00 4:2003.00 5:603.00 6:1416.00 7:234.00 8:1589.00 9:1.00
102000 1:20.00 2:67.00 3:8877.00 4:1951.00 5:0.00 6:836.00 7:0.00 8:0.00 9:0.00
107000 1:80.00 2:94.00 3:7819.00 4:1976.00 5:0.00 6:422.00 7:480.00 8:0.00 9:1.00
114500 1:20.00 2:70.00 3:10150.00 4:1958.00 5:1.00 6:456.00 7:456.00 8:0.00 9:0.00
395000 1:20.00 2:110.00 3:14226.00 4:2006.00 5:375.00 6:0.00 7:1935.00 8:0.00 9:0.00
162000 1:120.00 2:32.00 3:4500.00 4:1998.00 5:320.00 6:866.00 7:338.00 8:0.00 9:1.00
221500 1:20.00 2:86.00 3:11210.00 4:2006.00 5:240.00 6:20.00 7:1594.00 8:0.00 9:0.00
142500 1:20.00 2:100.00 3:13350.00 4:1974.00 5:0.00 6:762.00 7:102.00 8:0.00 9:1.00
144000 1:90.00 2:60.00 3:8400.00 4:1977.00 5:320.00 6:0.00 7:0.00 8:0.00 9:0.00
135000 1:90.00 2:78.00 3:10530.00 4:1977.00 5:90.00 6:975.00 7:0.00 8:0.00 9:1.00
176000 1:20.00 2:63.00 3:7875.00 4:1996.00 5:38.00 6:0.00 7:1237.00 8:0.00 9:0.00
175900 1:60.00 2:65.00 3:7153.00 4:1992.00 5:0.00 6:387.00 7:374.00 8:793.00 9:0.00
187100 1:20.00 2:67.00 3:16285.00 4:2002.00 5:0.00 6:0.00 7:1413.00 8:0.00 9:0.00
139000 1:50.00 2:60.00 3:10800.00 4:1950.00 5:0.00 6:686.00 7:0.00 8:686.00 9:1.00
233000 1:60.00 2:76.00 3:10142.00 4:2004.00 5:0.00 6:656.00 7:300.00 8:1128.00 9:1.00
107900 1:20.00 2:50.00 3:6000.00 4:2000.00 5:0.00 6:0.00 7:901.00 8:0.00 9:0.00
160200 1:120.00 2:43.00 3:3182.00 4:2006.00 5:11.00 6:16.00 7:1129.00 8:0.00 9:0.00
269790 1:60.00 2:92.00 3:9920.00 4:1997.00 5:0.00 6:862.00 7:255.00 8:886.00 9:1.00
225000 1:20.00 2:76.00 3:9158.00 4:2007.00 5:140.00 6:0.00 7:1496.00 8:0.00 9:0.00
171000 1:60.00 2:70.00 3:8400.00 4:1981.00 5:130.00 6:0.00 7:650.00 8:676.00 9:0.00
143500 1:20.00 2:71.00 3:8197.00 4:1977.00 5:148.00 6:0.00 7:660.00 8:0.00 9:0.00
110000 1:20.00 2:57.00 3:7677.00 4:1953.00 5:0.00 6:570.00 7:203.00 8:0.00 9:0.00
485000 1:60.00 2:104.00 3:13518.00 4:2009.00 5:860.00 6:0.00 7:1926.00 8:1174.00 9:0.00
175000 1:50.00 2:60.00 3:7200.00 4:1950.00 5:252.00 6:569.00 7:162.00 8:787.00 9:1.00
200000 1:60.00 2:79.00 3:12798.00 4:1997.00 5:0.00 6:462.00 7:154.00 8:1072.00 9:1.00
109900 1:30.00 2:40.00 3:4800.00 4:1990.00 5:0.00 6:197.00 7:999.00 8:0.00 9:1.00
189000 1:60.00 2:63.00 3:8199.00 4:2005.00 5:0.00 6:648.00 7:80.00 8:728.00 9:1.00
582933 1:60.00 2:107.00 3:13891.00 4:2009.00 5:424.00 6:0.00 7:1734.00 8:1088.00 9:0.00
118000 1:20.00 2:75.00 3:9000.00 4:1954.00 5:0.00 6:812.00 7:124.00 8:0.00 9:0.00
227680 1:20.00 2:91.00 3:12274.00 4:2008.00 5:256.00 6:0.00 7:1417.00 8:0.00 9:0.00
135500 1:80.00 2:75.00 3:9750.00 4:1967.00 5:0.00 6:400.00 7:100.00 8:0.00 9:0.00
223500 1:70.00 2:144.00 3:21384.00 4:2004.00 5:0.00 6:1309.00 7:15.00 8:504.00 9:2.00
159950 1:80.00 2:85.00 3:13400.00 4:1966.00 5:1047.00 6:516.00 7:380.00 8:0.00 9:1.00
106000 1:75.00 2:90.00 3:8100.00 4:1965.00 5:0.00 6:0.00 7:849.00 8:1063.00 9:0.00
181000 1:20.00 2:78.00 3:10140.00 4:1999.00 5:99.00 6:663.00 7:0.00 8:0.00 9:1.00
55993 1:20.00 2:66.00 3:8712.00 4:1952.00 5:0.00 6:0.00 7:540.00 8:0.00 9:0.00
157900 1:20.00 2:75.00 3:9750.00 4:1958.00 5:243.00 6:608.00 7:834.00 8:0.00 9:0.00
116000 1:50.00 2:45.00 3:8248.00 4:1950.00 5:0.00 6:0.00 7:686.00 8:564.00 9:0.00
224900 1:20.00 2:48.00 3:12137.00 4:1998.00 5:442.00 6:0.00 7:1649.00 8:0.00 9:0.00
155000 1:80.00 2:80.00 3:8816.00 4:1971.00 5:80.00 6:504.00 7:506.00 8:0.00 9:1.00
224000 1:120.00 2:44.00 3:6371.00 4:2010.00 5:128.00 6:733.00 7:625.00 8:0.00 9:1.00
183000 1:60.00 2:72.00 3:7226.00 4:2003.00 5:0.00 6:0.00 7:798.00 8:842.00 9:0.00
93000 1:20.00 2:60.00 3:6000.00 4:1953.00 5:0.00 6:0.00 7:936.00 8:0.00 9:0.00
139500 1:50.00 2:60.00 3:9900.00 4:1950.00 5:0.00 6:0.00 7:778.00 8:545.00 9:0.00
232600 1:20.00 2:81.00 3:11216.00 4:2006.00 5:0.00 6:0.00 7:1489.00 8:0.00 9:0.00
385000 1:20.00 2:114.00 3:14803.00 4:2008.00 5:816.00 6:1636.00 7:442.00 8:0.00 9:1.00
189000 1:20.00 2:65.00 3:8529.00 4:2001.00 5:0.00 6:20.00 7:1434.00 8:0.00 9:0.00
147400 1:160.00 2:24.00 3:2544.00 4:2005.00 5:0.00 6:0.00 7:600.00 8:623.00 9:0.00
166000 1:20.00 2:80.00 3:11900.00 4:1957.00 5:387.00 6:1040.00 7:352.00 8:0.00 9:1.00
151000 1:160.00 2:30.00 3:3180.00 4:2005.00 5:0.00 6:0.00 7:600.00 8:600.00 9:0.00
237000 1:60.00 2:44.00 3:9548.00 4:2003.00 5:223.00 6:483.00 7:458.00 8:888.00 9:1.00
167000 1:20.00 2:100.00 3:10004.00 4:1964.00 5:180.00 6:196.00 7:975.00 8:0.00 9:0.00
139950 1:20.00 2:75.00 3:7875.00 4:1961.00 5:136.00 6:572.00 7:572.00 8:0.00 9:1.00
128000 1:20.00 2:60.00 3:9600.00 4:1995.00 5:0.00 6:442.00 7:625.00 8:0.00 9:0.00
153500 1:30.00 2:90.00 3:8100.00 4:1973.00 5:0.00 6:338.00 7:1221.00 8:0.00 9:1.00
100000 1:160.00 2:21.00 3:1680.00 4:1973.00 5:158.00 6:330.00 7:153.00 8:504.00 9:1.00
144000 1:20.00 2:75.00 3:9525.00 4:2006.00 5:0.00 6:0.00 7:1099.00 8:0.00 9:0.00
130500 1:50.00 2:70.00 3:11767.00 4:1995.00 5:0.00 6:352.00 7:416.00 8:432.00 9:0.00
157500 1:70.00 2:60.00 3:10440.00 4:2002.00 5:0.00 6:0.00 7:650.00 8:581.00 9:0.00
174900 1:80.00 2:82.00 3:9020.00 4:1966.00 5:183.00 6:312.00 7:276.00 8:0.00 9:1.00
153900 1:50.00 2:100.00 3:12665.00 4:1950.00 5:0.00 6:0.00 7:876.00 8:540.00 9:0.00
213000 1:60.00 2:75.00 3:9317.00 4:1993.00 5:137.00 6:513.00 7:227.00 8:769.00 9:1.00
133500 1:20.00 2:36.00 3:15523.00 4:1972.00 5:0.00 6:460.00 7:404.00 8:0.00 9:1.00
240000 1:50.00 2:75.00 3:45600.00 4:1997.00 5:0.00 6:0.00 7:907.00 8:1051.00 9:0.00
187000 1:80.00 2:80.00 3:9600.00 4:1994.00 5:360.00 6:0.00 7:528.00 8:761.00 9:0.00
131500 1:120.00 2:36.00 3:4435.00 4:2003.00 5:170.00 6:659.00 7:189.00 8:0.00 9:1.00
164000 1:75.00 2:53.00 3:7128.00 4:1950.00 5:0.00 6:364.00 7:554.00 8:728.00 9:0.00
170000 1:20.00 2:102.00 3:17920.00 4:1974.00 5:0.00 6:306.00 7:372.00 8:0.00 9:1.00
174000 1:60.00 2:65.00 3:8125.00 4:1995.00 5:0.00 6:0.00 7:702.00 8:779.00 9:0.00
152000 1:20.00 2:80.00 3:10400.00 4:1976.00 5:189.00 6:0.00 7:1090.00 8:0.00 9:0.00
189950 1:50.00 2:55.00 3:7642.00 4:1998.00 5:0.00 6:0.00 7:912.00 8:514.00 9:0.00
131500 1:190.00 2:75.00 3:11625.00 4:1965.00 5:0.00 6:841.00 7:198.00 8:0.00 9:1.00
152000 1:20.00 2:81.00 3:9672.00 4:1985.00 5:0.00 6:338.00 7:702.00 8:0.00 9:0.00
132500 1:20.00 2:70.00 3:7931.00 4:1959.00 5:0.00 6:1148.00 7:0.00 8:0.00 9:1.00
250580 1:20.00 2:72.00 3:8640.00 4:2008.00 5:0.00 6:0.00 7:1372.00 8:0.00 9:0.00
248900 1:20.00 2:67.00 3:10656.00 4:2007.00 5:274.00 6:0.00 7:1638.00 8:0.00 9:0.00
129000 1:20.00 2:85.00 3:6970.00 4:1961.00 5:0.00 6:932.00 7:108.00 8:0.00 9:1.00
236000 1:60.00 2:80.00 3:9938.00 4:1994.00 5:246.00 6:750.00 7:300.00 8:887.00 9:1.00
109500 1:20.00 2:60.00 3:6600.00 4:1962.00 5:0.00 6:0.00 7:894.00 8:0.00 9:0.00
200500 1:60.00 2:70.00 3:8750.00 4:1998.00 5:116.00 6:505.00 7:299.00 8:878.00 9:0.00
116000 1:20.00 2:74.00 3:8892.00 4:1996.00 5:0.00 6:0.00 7:105.00 8:0.00 9:0.00
133000 1:40.00 2:60.00 3:12144.00 4:1950.00 5:0.00 6:375.00 7:457.00 8:0.00 9:0.00
66500 1:50.00 2:52.00 3:5720.00 4:1950.00 5:0.00 6:0.00 7:676.00 8:455.00 9:0.00
303477 1:60.00 2:75.00 3:9000.00 4:2007.00 5:0.00 6:64.00 7:1120.00 8:1426.00 9:0.00
132250 1:20.00 2:94.00 3:25286.00 4:1963.00 5:0.00 6:633.00 7:431.00 8:0.00 9:1.00
350000 1:60.00 2:74.00 3:8834.00 4:2005.00 5:216.00 6:1170.00 7:292.00 8:762.00 9:1.00
148000 1:85.00 2:88.00 3:11782.00 4:1995.00 5:0.00 6:899.00 7:210.00 8:0.00 9:1.00
157000 1:20.00 2:60.00 3:7024.00 4:2006.00 5:0.00 6:980.00 7:110.00 8:0.00 9:1.00
187500 1:50.00 2:44.00 3:13758.00 4:1991.00 5:117.00 6:902.00 7:254.00 8:530.00 9:0.00
118500 1:75.00 2:60.00 3:6204.00 4:1950.00 5:0.00 6:0.00 7:795.00 8:795.00 9:1.00
100000 1:20.00 2:65.00 3:7150.00 4:1967.00 5:60.00 6:432.00 7:460.00 8:0.00 9:0.00
328900 1:120.00 2:50.00 3:5119.00 4:2000.00 5:60.00 6:1238.00 7:460.00 8:0.00 9:1.00
145000 1:90.00 2:70.00 3:8393.00 4:2005.00 5:122.00 6:528.00 7:1098.00 8:0.00 9:0.00
135500 1:50.00 2:59.00 3:16466.00 4:1955.00 5:0.00 6:0.00 7:816.00 8:521.00 9:0.00
268000 1:20.00 2:95.00 3:15865.00 4:1970.00 5:0.00 6:351.00 7:1043.00 8:0.00 9:1.00
149500 1:20.00 2:128.00 3:12160.00 4:1953.00 5:90.00 6:1024.00 7:481.00 8:0.00 9:1.00
122900 1:50.00 2:60.00 3:8064.00 4:2006.00 5:0.00 6:0.00 7:672.00 8:252.00 9:0.00
172500 1:60.00 2:70.00 3:11184.00 4:1978.00 5:92.00 6:226.00 7:192.00 8:765.00 9:0.00
154500 1:20.00 2:70.00 3:8414.00 4:2003.00 5:0.00 6:663.00 7:396.00 8:0.00 9:0.00
118858 1:90.00 2:64.00 3:7018.00 4:1979.00 5:0.00 6:0.00 7:0.00 8:0.00 9:0.00
140000 1:60.00 2:71.00 3:7056.00 4:1963.00 5:415.00 6:400.00 7:380.00 8:813.00 9:1.00
106500 1:30.00 2:50.00 3:8765.00 4:1950.00 5:0.00 6:285.00 7:666.00 8:0.00 9:0.00
142953 1:90.00 2:64.00 3:7018.00 4:1979.00 5:0.00 6:0.00 7:0.00 8:1120.00 9:0.00
611657 1:20.00 2:100.00 3:12919.00 4:2010.00 5:760.00 6:2188.00 7:142.00 8:0.00 9:1.00
135000 1:20.00 2:65.00 3:6993.00 4:1994.00 5:0.00 6:465.00 7:447.00 8:0.00 9:0.00
